Id,Heating,HeatingQC,CentralAir,Electrical,FstFlrSF,SecFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
163,GasA,Ex,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,Gd,7,Typ,1,Gd,0,NA,NA,NA,0,5,2010,New,Partial,220000
164,GasA,Ex,Y,SBrkr,882,0,0,882,0,0,1,0,1,1,TA,4,Typ,0,NA,0,NA,MnPrv,NA,0,4,2007,WD,Normal,103200
165,GasA,Gd,Y,FuseA,1149,467,0,1616,0,0,2,0,3,1,Gd,5,Typ,0,NA,0,NA,NA,NA,0,10,2007,WD,Normal,152000
166,GasA,Gd,Y,SBrkr,808,547,0,1355,1,0,2,0,4,2,TA,6,Typ,0,NA,0,NA,NA,NA,0,9,2008,WD,Normal,127500
167,GasA,Ex,Y,FuseA,1867,0,0,1867,1,0,1,0,2,1,TA,7,Typ,3,Gd,0,NA,GdWo,NA,0,11,2009,COD,Normal,190000
168,GasA,Ex,Y,SBrkr,1610,551,0,2161,1,0,1,1,3,1,Ex,8,Typ,1,Gd,0,NA,NA,NA,0,11,2007,New,Partial,325624
169,GasA,Ex,Y,SBrkr,840,880,0,1720,0,0,2,1,3,1,Gd,7,Typ,1,Gd,0,NA,NA,NA,0,5,2007,WD,Normal,183500
170,GasA,TA,Y,SBrkr,1707,0,0,1707,0,0,2,1,2,1,TA,6,Typ,1,TA,0,NA,NA,NA,0,1,2006,WD,Normal,228000
171,GasA,TA,Y,SBrkr,854,0,528,1382,0,0,1,1,2,1,TA,7,Typ,0,NA,0,NA,NA,NA,0,5,2007,WD,Normal,128500
172,GasA,Fa,Y,SBrkr,1656,0,0,1656,1,0,1,0,3,1,TA,7,Typ,2,Gd,0,NA,NA,NA,0,5,2010,WD,Normal,215000
173,GasA,Gd,Y,SBrkr,1064,703,0,1767,1,0,2,0,2,1,Gd,5,Typ,1,TA,0,NA,NA,NA,0,6,2006,WD,Normal,239000
174,GasA,TA,Y,SBrkr,1362,0,0,1362,1,0,1,1,3,1,TA,6,Typ,1,TA,0,NA,NA,NA,0,6,2008,COD,Normal,163000
175,GasA,TA,Y,SBrkr,1651,0,0,1651,1,0,2,0,3,1,TA,7,Min2,1,TA,0,NA,NA,NA,0,11,2008,WD,Normal,184000
176,GasA,TA,Y,SBrkr,2158,0,0,2158,1,0,2,0,4,1,Gd,7,Typ,1,Gd,0,NA,MnPrv,NA,0,6,2007,WD,Normal,243000
177,GasA,TA,Y,SBrkr,1164,896,0,2060,0,1,2,1,4,1,TA,8,Typ,1,TA,0,NA,NA,NA,0,9,2007,WD,Normal,211000
178,GasA,Ex,Y,SBrkr,1252,668,0,1920,1,0,2,0,4,1,Gd,8,Typ,1,Gd,0,NA,NA,NA,0,7,2006,WD,Normal,172500
179,GasA,Ex,Y,SBrkr,2234,0,0,2234,1,0,2,0,1,1,Ex,9,Typ,1,Gd,0,NA,NA,NA,0,7,2009,New,Partial,501837
180,GasA,TA,Y,SBrkr,968,0,0,968,0,0,1,0,2,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,7,2007,WD,Normal,100000
181,GasA,Ex,Y,SBrkr,769,756,0,1525,0,0,2,1,3,1,Gd,5,Typ,1,TA,0,NA,NA,NA,0,6,2007,WD,Normal,177000
182,GasA,Gd,Y,SBrkr,901,901,0,1802,0,0,1,1,4,1,TA,9,Typ,1,Gd,0,NA,NA,NA,0,7,2006,WD,Normal,200100
183,GasA,Ex,Y,SBrkr,1340,0,0,1340,0,0,1,0,3,1,TA,7,Typ,1,Gd,0,NA,MnPrv,NA,0,6,2007,WD,Normal,120000
184,GasA,Ex,Y,SBrkr,1362,720,0,2082,0,0,2,1,3,1,Gd,6,Mod,0,NA,0,NA,NA,NA,0,6,2008,WD,Normal,200000
185,GasA,Gd,Y,SBrkr,936,316,0,1252,0,0,1,0,3,1,TA,5,Typ,0,NA,0,NA,MnPrv,NA,0,6,2006,WD,Normal,127000
186,GasA,Ex,Y,SBrkr,1518,1518,572,3608,0,0,2,1,4,1,Ex,12,Typ,2,TA,0,NA,GdPrv,NA,0,6,2006,WD,Normal,475000
187,GasA,Ex,Y,SBrkr,1217,0,0,1217,1,0,2,0,3,1,Gd,6,Typ,0,NA,0,NA,GdPrv,NA,0,6,2009,WD,Normal,173000
188,GasA,Ex,Y,SBrkr,808,704,144,1656,0,0,2,1,3,1,TA,8,Min2,0,NA,0,NA,MnPrv,NA,0,8,2009,WD,Normal,135000
189,GasA,TA,Y,SBrkr,1224,0,0,1224,2,0,0,2,2,2,TA,6,Typ,2,TA,0,NA,NA,NA,0,6,2009,WD,Alloca,153337
190,GasA,Ex,Y,SBrkr,1593,0,0,1593,1,0,1,1,0,1,Ex,5,Typ,1,Gd,0,NA,NA,NA,0,8,2008,WD,Normal,286000
191,GasA,TA,Y,SBrkr,1549,1178,0,2727,0,0,2,1,3,1,Gd,10,Maj1,2,TA,0,NA,NA,NA,0,12,2007,WD,Normal,315000
192,GasA,Gd,Y,SBrkr,725,754,0,1479,1,0,1,1,4,1,Gd,7,Typ,0,NA,0,NA,NA,NA,0,6,2007,WD,Normal,184000
193,GasA,Ex,Y,SBrkr,1431,0,0,1431,1,0,2,0,3,1,Gd,6,Typ,0,NA,0,NA,NA,NA,0,9,2009,WD,Normal,192000
194,GasA,Ex,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,NA,0,NA,NA,NA,0,5,2006,WD,Normal,130000
195,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,5,2008,WD,Normal,127000
196,GasA,TA,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,TA,7,Typ,1,TA,0,NA,NA,NA,0,7,2009,WD,Normal,148500
197,GasA,Ex,Y,SBrkr,1726,0,0,1726,1,0,2,0,3,1,Ex,8,Typ,1,Gd,0,NA,NA,NA,0,9,2007,New,Partial,311872
198,GasA,Gd,Y,SBrkr,1360,1360,392,3112,1,1,2,0,4,1,Gd,8,Typ,1,Ex,512,Ex,GdPrv,NA,0,3,2006,WD,Abnorml,235000
199,GasA,Ex,Y,SBrkr,929,929,371,2229,0,0,1,0,5,1,TA,8,Typ,0,NA,0,NA,MnPrv,NA,0,7,2009,WD,Abnorml,104000
200,GasA,Ex,Y,SBrkr,1713,0,0,1713,1,0,2,0,3,1,Ex,7,Typ,1,Gd,0,NA,NA,NA,0,1,2009,WD,Normal,274900
201,GasA,Ex,Y,SBrkr,1121,0,0,1121,0,0,2,0,2,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,3,2010,WD,Normal,140000
202,GasA,TA,Y,SBrkr,1279,0,0,1279,0,1,2,0,3,1,TA,6,Typ,2,Fa,0,NA,MnPrv,NA,0,2,2008,WD,Normal,171500
203,GasA,Gd,Y,SBrkr,865,445,0,1310,0,0,2,0,2,1,TA,6,Min1,0,NA,0,NA,NA,NA,0,5,2006,COD,Normal,112000
204,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,1,Gd,0,NA,NA,NA,0,1,2008,WD,Normal,149000
205,GasA,TA,Y,SBrkr,720,564,0,1284,0,0,1,1,2,1,TA,5,Typ,0,NA,0,NA,MnWw,NA,0,4,2009,WD,Normal,110000
206,GasA,Ex,Y,SBrkr,1442,0,0,1442,0,0,2,0,3,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,5,2009,WD,Normal,180500
207,GasA,TA,Y,SBrkr,1696,0,0,1696,0,0,1,1,3,1,TA,8,Min2,1,TA,0,NA,NA,NA,0,3,2007,WD,Normal,143900
208,GasA,TA,Y,SBrkr,1100,0,0,1100,1,0,1,0,3,1,TA,6,Typ,1,Po,0,NA,GdWo,NA,0,4,2008,WD,Normal,141000
209,GasA,Ex,Y,SBrkr,1180,882,0,2062,1,0,2,1,3,1,TA,7,Typ,1,Gd,0,NA,NA,NA,0,4,2007,WD,Normal,277000
210,GasA,Ex,Y,SBrkr,1092,0,0,1092,1,0,1,0,3,1,TA,6,Typ,0,NA,0,NA,MnPrv,NA,0,7,2008,WD,Normal,145000
211,GasA,TA,N,FuseA,864,0,0,864,1,0,1,0,2,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,4,2008,WD,Normal,98000
212,GasA,Ex,Y,SBrkr,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,NA,0,NA,NA,NA,0,3,2010,WD,Normal,186000
213,GasA,Ex,Y,SBrkr,932,920,0,1852,1,0,2,1,3,1,Gd,7,Typ,1,TA,0,NA,NA,NA,0,7,2009,New,Partial,252678
214,GasA,Ex,Y,SBrkr,990,0,0,990,0,1,1,0,3,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,7,2006,WD,Normal,156000
215,GasA,Ex,Y,SBrkr,689,703,0,1392,0,0,1,1,3,1,TA,6,Typ,0,NA,0,NA,MnPrv,Shed,450,3,2010,WD,Normal,161750
216,GasA,TA,Y,SBrkr,1236,0,0,1236,0,1,1,0,2,1,Gd,6,Min1,1,Fa,0,NA,MnPrv,NA,0,5,2006,WD,Normal,134450
217,GasA,Ex,Y,SBrkr,1436,0,0,1436,1,0,2,0,3,1,Gd,8,Typ,0,NA,0,NA,NA,NA,0,4,2008,WD,Normal,210000
218,GasA,Fa,N,SBrkr,810,518,0,1328,0,0,1,0,3,1,TA,8,Typ,0,NA,0,NA,NA,NA,0,9,2006,WD,Family,107000
219,GasA,Ex,Y,SBrkr,1137,817,0,1954,0,1,1,1,3,1,Gd,8,Typ,2,TA,0,NA,NA,NA,0,5,2008,WD,Normal,311500
220,GasA,Ex,Y,SBrkr,1248,0,0,1248,0,0,2,0,2,1,Gd,5,Typ,0,NA,0,NA,NA,NA,0,3,2006,New,Partial,167240
221,GasA,Ex,Y,SBrkr,1498,0,0,1498,0,0,2,0,2,1,Gd,5,Typ,0,NA,0,NA,NA,NA,0,4,2006,New,Partial,204900
222,GasA,Ex,Y,SBrkr,1010,1257,0,2267,0,0,2,1,4,1,Gd,8,Typ,1,TA,0,NA,NA,NA,0,12,2009,ConLI,Normal,200000
223,GasA,TA,Y,SBrkr,811,741,0,1552,1,0,2,1,3,1,TA,6,Typ,1,TA,0,NA,MnPrv,NA,0,2,2006,WD,Normal,179900
224,GasA,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,NA,0,NA,NA,NA,0,3,2009,WD,Abnorml,97000
225,GasA,Ex,Y,SBrkr,2392,0,0,2392,0,0,2,0,3,1,Ex,8,Typ,1,Ex,0,NA,NA,NA,0,6,2009,WD,Normal,386250
226,GasA,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,NA,0,NA,NA,NA,0,5,2009,COD,Abnorml,112000
227,GasA,Ex,Y,SBrkr,1214,1306,0,2520,0,0,2,1,4,1,Gd,9,Typ,1,TA,0,NA,NA,NA,0,6,2007,WD,Abnorml,290000
228,GasA,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,9,2008,WD,Normal,106000
229,GasA,TA,Y,SBrkr,912,0,0,912,0,0,1,0,3,1,TA,5,Typ,1,Fa,0,NA,MnPrv,NA,0,5,2010,WD,Normal,125000
230,GasA,Ex,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,TA,0,NA,NA,NA,0,5,2009,WD,Normal,192500
231,GasA,TA,Y,SBrkr,1194,0,0,1194,1,0,1,0,3,1,TA,6,Typ,0,NA,0,NA,NA,NA,0,4,2010,WD,Normal,148000
232,GasA,Ex,Y,SBrkr,1490,1304,0,2794,1,0,2,1,4,1,Ex,9,Typ,1,TA,0,NA,NA,NA,0,7,2009,WD,Normal,403000
233,GasA,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,1,Po,0,NA,NA,NA,0,6,2006,WD,Normal,94500
234,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,0,NA,0,NA,MnPrv,NA,0,2,2010,WD,Normal,128200
235,GasA,Ex,Y,SBrkr,860,1100,0,1960,1,0,2,1,4,1,Gd,8,Typ,2,TA,0,NA,NA,NA,0,5,2010,WD,Normal,216500
236,GasA,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,8,2008,WD,Normal,89500
237,GasA,Ex,Y,SBrkr,1414,0,0,1414,0,0,2,0,3,1,Gd,6,Typ,0,NA,0,NA,NA,NA,0,5,2010,WD,Normal,185500
238,GasA,Ex,Y,SBrkr,1014,730,0,1744,0,0,2,1,3,1,Gd,7,Typ,0,NA,0,NA,NA,NA,0,2,2010,WD,Normal,194500
239,GasA,Ex,Y,SBrkr,1694,0,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,NA,0,NA,NA,NA,0,12,2007,New,Partial,318000
240,GasA,TA,Y,FuseA,798,689,0,1487,0,0,1,1,3,1,TA,7,Typ,1,Gd,0,NA,MnPrv,NA,0,4,2010,WD,Normal,113000
241,GasA,Ex,Y,SBrkr,1566,0,0,1566,1,0,2,0,3,1,Gd,7,Typ,0,NA,0,NA,NA,NA,0,4,2010,WD,Normal,262500
242,GasA,Gd,Y,SBrkr,866,0,0,866,0,0,1,0,2,1,Gd,4,Typ,0,NA,0,NA,NA,NA,0,8,2007,WD,Normal,110500
243,GasA,Gd,N,FuseA,889,551,0,1440,0,0,1,0,3,1,TA,6,Typ,0,NA,0,NA,NA,NA,0,4,2006,WD,Normal,79000
244,GasA,TA,Y,SBrkr,626,591,0,1217,0,0,1,1,3,1,TA,6,Typ,1,TA,0,NA,NA,NA,0,4,2009,WD,Normal,120000
245,GasA,Ex,Y,SBrkr,1222,888,0,2110,1,0,2,1,3,1,Gd,8,Typ,2,Fa,0,NA,NA,NA,0,5,2010,WD,Normal,205000
246,GasA,Gd,Y,SBrkr,1872,0,0,1872,0,1,2,0,3,1,TA,6,Typ,1,TA,0,NA,NA,NA,0,6,2006,WD,Normal,241500
247,GasA,Gd,N,FuseP,908,1020,0,1928,0,0,2,0,4,2,Fa,9,Typ,0,NA,0,NA,NA,NA,0,4,2006,WD,Normal,137000
248,GasA,Ex,Y,SBrkr,1375,0,0,1375,0,0,1,0,2,1,TA,5,Typ,1,TA,0,NA,NA,NA,0,6,2006,WD,Normal,140000
249,GasA,Ex,Y,SBrkr,840,828,0,1668,0,0,2,1,3,1,Gd,8,Typ,0,NA,0,NA,NA,NA,0,9,2007,WD,Normal,180000
250,GasA,Gd,Y,SBrkr,1444,700,0,2144,0,1,2,0,4,1,Gd,7,Typ,2,TA,0,NA,NA,Shed,500,6,2007,WD,Normal,277000
251,GasA,Ex,Y,SBrkr,1306,0,0,1306,0,0,1,0,3,1,Fa,6,Mod,0,NA,0,NA,GdWo,Shed,450,5,2010,WD,Normal,76500
252,GasA,Ex,Y,SBrkr,1625,0,0,1625,1,1,2,0,2,1,Gd,5,Typ,1,Gd,0,NA,NA,NA,0,12,2007,WD,Family,235000
253,GasA,Ex,Y,SBrkr,798,842,0,1640,0,0,2,1,3,1,Gd,6,Typ,0,NA,0,NA,NA,NA,0,12,2008,WD,Normal,173000
254,GasA,Ex,Y,SBrkr,1302,0,0,1302,0,1,2,0,3,1,Gd,7,Min1,0,NA,0,NA,MnPrv,NA,0,10,2007,CWD,Normal,158000
255,GasA,TA,Y,SBrkr,1314,0,0,1314,1,0,1,0,3,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,6,2010,WD,Normal,145000
256,GasA,Ex,Y,SBrkr,1005,1286,0,2291,0,0,2,1,4,1,Gd,8,Typ,1,TA,0,NA,NA,NA,0,2,2006,WD,Normal,230000
257,GasA,Ex,Y,SBrkr,864,864,0,1728,0,0,2,1,3,1,Gd,7,Typ,0,NA,0,NA,NA,NA,0,5,2008,WD,Normal,207500
258,GasA,Ex,Y,SBrkr,1604,0,0,1604,1,0,2,1,3,1,Gd,8,Typ,1,Gd,0,NA,NA,NA,0,3,2009,WD,Abnorml,220000
259,GasA,Ex,Y,SBrkr,963,829,0,1792,0,0,2,1,3,1,Gd,7,Typ,1,TA,0,NA,NA,NA,0,5,2008,WD,Normal,231500
260,GasA,Gd,Y,FuseA,882,0,0,882,0,0,1,0,2,1,TA,4,Typ,0,NA,0,NA,NA,NA,0,12,2008,WD,Normal,97000
261,GasA,TA,Y,SBrkr,1382,0,0,1382,1,0,1,0,3,1,TA,6,Typ,1,TA,0,NA,GdWo,NA,0,5,2009,WD,Normal,176000
262,GasA,Ex,Y,SBrkr,1482,1092,0,2574,0,0,2,1,3,1,Ex,10,Typ,1,Gd,0,NA,NA,NA,0,11,2007,New,Partial,276000
263,GasA,TA,Y,SBrkr,1212,0,0,1212,1,0,1,0,3,1,TA,6,Typ,1,TA,0,NA,GdWo,NA,0,7,2006,WD,Normal,151000
264,GasA,TA,Y,SBrkr,926,0,390,1316,1,0,1,0,3,1,TA,6,Typ,0,NA,0,NA,NA,NA,0,4,2010,WD,Normal,130000
265,GasA,Gd,N,FuseP,764,0,0,764,0,0,1,0,2,1,TA,4,Typ,0,NA,0,NA,NA,NA,0,6,2008,WD,Normal,73000
266,GasA,TA,Y,SBrkr,1422,0,0,1422,0,0,2,0,3,1,Gd,7,Typ,1,TA,0,NA,GdPrv,NA,0,6,2008,WD,Normal,175500
267,GasA,Gd,Y,SBrkr,802,709,0,1511,1,0,2,1,3,1,TA,8,Typ,1,TA,0,NA,NA,NA,0,6,2006,WD,Normal,185000
268,GasA,Ex,Y,SBrkr,1052,720,420,2192,0,0,2,1,4,1,Gd,8,Typ,1,Gd,0,NA,NA,NA,0,7,2008,WD,Normal,179500
269,GasA,Ex,Y,SBrkr,778,0,0,778,0,0,1,0,2,1,TA,4,Typ,1,Gd,0,NA,NA,NA,0,2,2008,WD,Normal,120500
270,GasA,TA,Y,SBrkr,1113,0,0,1113,1,0,1,1,3,1,TA,6,Typ,1,Fa,0,NA,GdPrv,NA,0,5,2007,WD,Normal,148000
271,GasA,Gd,Y,SBrkr,1095,844,0,1939,0,0,2,1,3,1,Gd,8,Typ,1,Gd,0,NA,NA,NA,0,8,2006,New,Partial,266000
272,GasA,Ex,Y,SBrkr,1363,0,0,1363,1,0,1,0,2,1,TA,5,Mod,2,TA,0,NA,NA,NA,0,4,2008,WD,Normal,241500
273,GasA,Ex,Y,SBrkr,1164,1106,0,2270,0,0,2,1,4,1,Gd,9,Typ,1,Gd,0,NA,NA,NA,0,4,2010,WD,Normal,290000
274,GasA,Gd,Y,SBrkr,1632,0,0,1632,1,0,2,0,3,1,TA,6,Min1,1,Gd,0,NA,MnPrv,NA,0,4,2009,WD,Normal,139000
275,GasA,TA,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,6,2007,WD,Normal,124500
276,GasW,Gd,N,SBrkr,952,596,0,1548,0,0,2,1,3,1,Ex,5,Typ,0,NA,0,NA,NA,NA,0,10,2009,WD,Normal,205000
277,GasA,Ex,Y,SBrkr,1560,0,0,1560,0,0,2,0,3,1,Gd,7,Typ,0,NA,0,NA,NA,NA,0,4,2010,WD,Normal,201000
278,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,NA,0,NA,NA,NA,0,6,2010,WD,Normal,141000
279,GasA,Ex,Y,SBrkr,2121,0,0,2121,0,0,2,1,3,1,Ex,8,Typ,1,Ex,0,NA,NA,NA,0,5,2007,New,Partial,415298
280,GasA,Ex,Y,SBrkr,1156,866,0,2022,0,0,2,1,4,1,TA,8,Typ,1,TA,0,NA,NA,NA,0,3,2008,WD,Normal,192000
281,GasA,Gd,Y,SBrkr,1175,807,0,1982,0,0,2,1,3,1,Gd,7,Typ,1,TA,0,NA,NA,NA,0,1,2007,WD,Normal,228500
282,GasA,Gd,Y,SBrkr,1262,0,0,1262,0,0,2,0,2,1,Gd,5,Typ,0,NA,0,NA,NA,NA,0,5,2006,New,Partial,185000
283,GasA,Ex,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,1,Gd,6,Typ,1,Gd,0,NA,NA,NA,0,4,2009,ConLw,Normal,207500
284,GasA,Ex,Y,SBrkr,1468,0,0,1468,0,0,2,0,3,1,Gd,6,Typ,1,Gd,0,NA,NA,NA,0,12,2009,New,Partial,244600
285,GasA,Gd,Y,SBrkr,1575,0,0,1575,1,0,2,0,2,1,Gd,5,Typ,0,NA,0,NA,NA,NA,0,7,2007,WD,Normal,179200
286,GasA,Ex,Y,SBrkr,625,625,0,1250,0,0,2,1,2,1,Gd,5,Typ,0,NA,0,NA,NA,NA,0,6,2007,New,Partial,164700
287,GasA,TA,Y,SBrkr,1085,649,0,1734,0,0,1,1,3,1,Gd,7,Typ,1,Gd,0,NA,GdPrv,NA,0,6,2006,WD,Normal,159000
288,GasA,TA,Y,SBrkr,858,0,0,858,0,0,1,0,3,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,6,2006,WD,Normal,88000
289,GasA,TA,Y,SBrkr,900,0,0,900,0,0,1,0,3,1,TA,5,Typ,0,NA,0,NA,MnPrv,NA,0,2,2010,WD,Normal,122000
290,GasA,Ex,Y,FuseA,698,698,0,1396,0,0,1,0,3,1,TA,7,Typ,0,NA,0,NA,NA,NA,0,7,2007,WD,Normal,153575
291,GasA,Ex,Y,SBrkr,1079,840,0,1919,0,0,2,1,3,1,Gd,8,Typ,1,Gd,0,NA,NA,NA,0,7,2006,New,Partial,233230
292,GasA,Ex,N,SBrkr,936,780,0,1716,1,0,2,0,6,1,Fa,9,Typ,0,NA,0,NA,NA,NA,0,3,2008,WD,Normal,135900
293,GasA,Gd,Y,SBrkr,1148,568,0,1716,0,0,1,1,3,1,TA,8,Min2,1,Gd,0,NA,NA,NA,0,1,2009,WD,Normal,131000
294,GasA,Fa,Y,SBrkr,1468,795,0,2263,1,0,2,1,3,1,Gd,9,Typ,1,TA,0,NA,NA,NA,0,3,2006,WD,Normal,235000
295,GasA,TA,Y,SBrkr,1644,0,0,1644,1,0,1,0,3,1,TA,7,Typ,2,Gd,0,NA,NA,NA,0,10,2009,WD,Normal,167000
296,GasA,TA,Y,SBrkr,1003,0,0,1003,1,0,1,0,3,1,TA,6,Typ,0,NA,0,NA,GdPrv,NA,0,3,2006,WD,Normal,142500
297,GasA,TA,Y,FuseA,910,648,0,1558,0,0,1,1,4,1,TA,6,Typ,0,NA,0,NA,MnPrv,NA,0,6,2007,WD,Normal,152000
298,GasA,Ex,Y,SBrkr,975,975,0,1950,0,0,2,1,3,1,Gd,7,Typ,1,TA,0,NA,NA,NA,0,6,2007,WD,Normal,239000
299,GasA,Gd,Y,SBrkr,1041,702,0,1743,0,1,1,2,3,1,TA,7,Typ,1,Gd,0,NA,NA,NA,0,6,2007,WD,Normal,175000
300,GasA,Ex,Y,SBrkr,1152,0,0,1152,0,1,1,0,3,1,Gd,6,Typ,1,Gd,0,NA,GdPrv,NA,0,8,2009,WD,Family,158500
301,GasA,TA,Y,SBrkr,1336,0,0,1336,1,0,1,0,2,1,TA,5,Typ,2,Gd,0,NA,NA,NA,0,6,2006,WD,Normal,157000
302,GasA,Ex,Y,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,Gd,9,Typ,1,TA,0,NA,NA,NA,0,5,2007,WD,Normal,267000
303,GasA,Ex,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,Gd,6,Typ,1,TA,0,NA,NA,NA,0,1,2006,WD,Normal,205000
304,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,0,NA,0,NA,GdWo,NA,0,7,2006,WD,Abnorml,149900
305,GasA,Ex,Y,SBrkr,1675,1818,0,3493,0,0,3,0,3,1,Gd,10,Typ,1,Ex,0,NA,NA,NA,0,5,2008,WD,Normal,295000
306,GasA,Ex,Y,SBrkr,2000,0,0,2000,1,0,2,0,3,1,Gd,8,Typ,0,NA,0,NA,NA,NA,0,7,2007,WD,Normal,305900
307,GasA,Gd,Y,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,Gd,8,Typ,1,TA,0,NA,NA,NA,0,6,2007,WD,Normal,225000
308,GasA,TA,Y,FuseA,1035,371,0,1406,0,0,1,0,3,1,Fa,6,Typ,0,NA,0,NA,MnPrv,NA,0,3,2008,WD,Normal,89500
309,GasA,Ex,Y,SBrkr,861,0,0,861,0,0,1,0,1,1,TA,4,Typ,0,NA,0,NA,NA,NA,0,3,2009,WD,Normal,82500
310,GasA,Ex,Y,SBrkr,1944,0,0,1944,1,0,2,0,3,1,Ex,8,Typ,3,Ex,0,NA,NA,NA,0,11,2006,WD,Normal,360000
311,GasA,Gd,Y,SBrkr,697,804,0,1501,0,0,2,1,3,1,Gd,6,Typ,1,TA,0,NA,NA,NA,0,5,2006,WD,Normal,165600
312,GasA,Ex,Y,SBrkr,972,0,0,972,1,0,1,0,2,1,TA,5,Typ,1,Gd,0,NA,NA,NA,0,5,2009,WD,Normal,132000
313,GasA,TA,Y,SBrkr,793,325,0,1118,1,0,1,0,3,1,TA,5,Typ,1,Gd,0,NA,MnPrv,NA,0,5,2006,WD,Normal,119900
314,GasW,TA,Y,SBrkr,2036,0,0,2036,2,0,2,0,3,1,TA,8,Typ,2,Gd,0,NA,NA,NA,0,6,2009,WD,Normal,375000
315,GasA,Ex,Y,SBrkr,832,809,0,1641,0,1,1,1,3,1,Ex,6,Typ,1,Gd,0,NA,NA,NA,0,8,2006,WD,Normal,178000
316,GasA,Ex,Y,SBrkr,716,716,0,1432,1,0,2,1,3,1,Gd,6,Typ,1,Gd,0,NA,NA,NA,0,7,2009,WD,Normal,188500
317,GasA,TA,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,Ex,10,Typ,1,TA,0,NA,GdPrv,NA,0,8,2009,WD,Normal,260000
318,GasA,Ex,Y,SBrkr,1088,871,0,1959,0,0,2,1,3,1,Gd,8,Typ,1,Gd,0,NA,NA,NA,0,12,2007,WD,Normal,270000
319,GasA,Ex,Y,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,Gd,9,Typ,1,TA,0,NA,NA,NA,0,4,2009,WD,Normal,260000
320,GasA,TA,Y,SBrkr,1472,0,0,1472,1,0,2,0,3,1,TA,6,Typ,2,TA,0,NA,NA,NA,0,6,2009,WD,Normal,187500
321,GasA,Ex,Y,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,Gd,9,Typ,0,NA,0,NA,NA,NA,0,9,2006,New,Partial,342643
322,GasA,Ex,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,Gd,10,Typ,1,Gd,0,NA,NA,NA,0,6,2007,WD,Normal,354000
323,GasA,Ex,Y,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,Gd,8,Typ,1,TA,0,NA,MnPrv,NA,0,8,2007,WD,Normal,301000
324,GasA,Ex,Y,SBrkr,1163,0,0,1163,1,0,1,0,3,1,TA,6,Typ,0,NA,0,NA,NA,NA,0,7,2006,WD,Normal,126175
325,GasA,Ex,Y,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,Gd,11,Typ,1,Gd,0,NA,NA,NA,0,6,2010,WD,Normal,242000
326,GasA,Po,N,FuseF,803,0,0,803,0,0,1,0,2,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,12,2007,WD,Normal,87000
