Id,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd
467,Norm,Norm,1Fam,1Story,7,5,1970,1970
468,Artery,Norm,1Fam,2Story,5,7,1942,1995
469,Norm,Norm,1Fam,1Story,8,5,2006,2006
470,RRNe,Norm,1Fam,2Story,6,5,1993,1993
471,Norm,Norm,TwnhsE,1Story,8,5,1985,1985
472,PosA,Norm,1Fam,2Story,7,6,1977,1977
473,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005
474,Norm,Norm,1Fam,1Story,8,5,2006,2007
475,Norm,Norm,TwnhsE,1Story,8,5,2000,2000
476,Norm,Norm,1Fam,1Story,5,6,1963,1963
477,Norm,Norm,1Fam,1Story,6,5,1997,1998
478,Norm,Norm,1Fam,2Story,9,5,2006,2006
479,Norm,Norm,1Fam,1Story,8,5,2007,2008
480,Norm,Norm,1Fam,1Story,4,7,1937,2000
481,Norm,Norm,1Fam,1Story,9,5,2004,2005
482,Norm,Norm,1Fam,1Story,9,5,2003,2004
483,Norm,Norm,1Fam,2Story,7,8,1915,2005
484,Norm,Norm,Twnhs,1Story,6,5,1998,1998
485,Norm,Norm,1Fam,1Story,5,7,1962,2001
486,Norm,Norm,1Fam,1Story,5,7,1950,2007
487,Norm,Norm,1Fam,1Story,5,7,1965,1965
488,Norm,Norm,1Fam,1Story,5,6,1971,1971
489,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970
490,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002
491,Norm,Norm,TwnhsE,2Story,5,6,1976,1976
492,Artery,Norm,1Fam,1.5Fin,6,7,1941,1950
493,Norm,Norm,1Fam,2Story,6,5,2006,2006
494,Norm,Norm,1Fam,1Story,5,6,1960,1960
495,Artery,Norm,1Fam,1Story,5,8,1938,1996
496,Norm,Norm,1Fam,1Story,4,5,1920,1950
497,Norm,Norm,1Fam,1Story,8,5,1992,1993
498,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950
499,Norm,Norm,1Fam,1Story,5,7,1967,2004
500,Norm,Norm,1Fam,1Story,5,7,1958,1985
501,Norm,Norm,Twnhs,2Story,6,5,1973,1973
502,Norm,Norm,1Fam,2Story,7,5,2005,2005
503,Feedr,Norm,1Fam,1Story,5,7,1965,1965
504,Norm,Norm,1Fam,1Story,7,8,1959,1997
505,Norm,Norm,TwnhsE,2Story,6,5,1974,1974
506,Artery,Norm,Duplex,2Story,5,5,1952,1952
507,Norm,Norm,1Fam,2Story,8,5,1993,1994
508,Norm,Norm,1Fam,1Story,6,5,2009,2009
509,Norm,Norm,1Fam,2Story,7,9,1928,2005
510,Norm,Norm,1Fam,1Story,5,6,1959,1959
511,Norm,Norm,1Fam,1Story,5,7,1951,2000
512,Norm,Norm,TwnhsE,1Story,7,5,2005,2006
513,Feedr,Norm,1Fam,1Story,5,5,1958,1958
514,Norm,Norm,1Fam,1Story,6,5,1983,1983
515,Norm,Norm,1Fam,1.5Unf,5,5,1926,1950
516,Norm,Norm,1Fam,1Story,10,5,2009,2009
517,Norm,Norm,1Fam,SLvl,6,6,1972,1972
518,Norm,Norm,1Fam,2Story,7,5,1996,1997
519,Norm,Norm,1Fam,2Story,6,5,1998,1998
520,Norm,Norm,1Fam,2Story,7,9,1926,2004
521,Norm,Norm,2fmCon,2Story,4,7,1900,2000
522,Feedr,Norm,1Fam,1Story,6,6,1957,1957
523,Feedr,Norm,1Fam,1.5Fin,6,7,1947,1950
524,PosN,PosN,1Fam,2Story,10,5,2007,2008
525,Norm,Norm,1Fam,2Story,7,5,1996,1997
526,Norm,Norm,1Fam,1Story,7,5,2005,2005
527,Norm,Norm,1Fam,1Story,5,7,1956,2000
528,Norm,Norm,1Fam,2Story,9,5,2008,2008
529,Norm,Norm,1Fam,1Story,4,7,1920,2002
530,Norm,Norm,1Fam,1Story,6,3,1957,1975
531,Norm,Norm,1Fam,SLvl,6,5,1988,1989
532,RRNn,Feedr,1Fam,2Story,6,8,1920,1999
533,Norm,Norm,1Fam,1Story,5,7,1955,2007
534,Norm,Norm,1Fam,1Story,1,3,1946,1950
535,Norm,Norm,1Fam,2Story,8,5,2004,2004
536,Norm,Norm,2fmCon,2Story,5,7,1910,1991
537,Norm,Norm,1Fam,2Story,7,5,1998,1999
538,Norm,Norm,1Fam,1Story,4,5,1972,1972
539,Norm,Norm,1Fam,1Story,5,5,1968,1968
540,Norm,Norm,1Fam,1Story,8,5,2001,2002
541,Norm,Norm,1Fam,1Story,9,5,2006,2006
542,Norm,Norm,1Fam,2Story,8,5,2000,2000
543,RRAn,Norm,1Fam,1Story,7,5,1998,1999
544,Norm,Norm,TwnhsE,SFoyer,7,5,1998,1998
545,Norm,Norm,1Fam,2Story,7,5,2006,2006
546,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988
547,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950
548,Norm,Norm,1Fam,SFoyer,5,7,1970,1970
549,Feedr,RRNn,1Fam,1Story,5,7,1955,1995
550,Norm,Norm,1Fam,2Story,7,5,2003,2004
551,Norm,Norm,TwnhsE,1Story,6,6,1977,1977
552,Norm,Norm,1Fam,1Story,5,6,1957,1957
553,Norm,Norm,1Fam,1Story,8,5,2006,2006
554,Feedr,Norm,1Fam,1Story,4,5,1949,2003
555,Norm,Norm,1Fam,2Story,7,5,2003,2004
556,Norm,Norm,1Fam,1.5Unf,5,6,1922,1950
557,Norm,Norm,1Fam,1Story,5,5,1957,1957
558,Norm,Norm,1Fam,1.5Fin,4,6,1920,1950
559,Norm,Norm,1Fam,2Story,7,5,1996,1997
560,Norm,Norm,TwnhsE,1Story,7,5,2003,2004
561,Norm,Norm,1Fam,1Story,5,6,1957,1996
562,Norm,Norm,1Fam,1Story,5,5,1974,1975
563,Norm,Norm,1Fam,1Story,5,6,1940,1969
564,Norm,Norm,1Fam,1.5Fin,6,7,1918,1950
565,Norm,Norm,1Fam,2Story,7,5,1992,2000
566,Norm,Norm,1Fam,2Story,6,4,1915,1950
567,Norm,Norm,1Fam,2Story,9,5,2005,2007
568,Norm,Norm,1Fam,1Story,7,5,2004,2004
569,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009
570,Norm,Norm,Duplex,SFoyer,5,5,1979,1979
571,Norm,Norm,Duplex,1Story,5,5,1965,1965
572,Norm,Norm,1Fam,1Story,6,6,1959,1959
573,Norm,Norm,1Fam,2Story,7,5,2009,2009
574,Norm,Norm,1Fam,SLvl,7,5,2000,2000
575,Norm,Norm,1Fam,SLvl,5,7,1971,2005
576,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950
577,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950
578,Norm,Norm,1Fam,SLvl,5,6,1966,1966
579,Norm,Norm,TwnhsE,2Story,7,5,2007,2007
580,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954
581,Norm,Norm,1Fam,1Story,6,6,1960,1987
582,Norm,Norm,1Fam,1Story,8,5,2008,2009
583,Norm,Norm,Duplex,SFoyer,6,5,1990,1990
584,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000
585,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995
586,Norm,Norm,1Fam,1Story,8,5,2005,2006
587,RRAn,Norm,1Fam,1Story,6,7,1918,2000
588,Norm,Norm,1Fam,SFoyer,5,6,1982,1982
589,Norm,Norm,1Fam,1Story,5,8,1968,2003
590,RRAn,Feedr,1Fam,1Story,5,6,1930,1960
591,Norm,Norm,1Fam,2Story,7,5,2004,2004
592,Norm,Norm,1Fam,2Story,10,5,2008,2008
593,Norm,Norm,1Fam,1Story,5,8,1982,2003
594,Norm,Norm,TwnhsE,1Story,6,5,2003,2003
595,Norm,Norm,1Fam,1Story,5,6,1975,1975
596,Norm,Norm,1Fam,1Story,8,5,2005,2006
597,Norm,Norm,1Fam,2Story,6,7,1910,1993
598,Norm,Norm,TwnhsE,1Story,7,5,2006,2007
599,Norm,Norm,1Fam,1Story,5,6,1977,1977
600,Norm,Norm,Twnhs,2Story,6,6,1980,1980
601,Norm,Norm,1Fam,2Story,8,5,2005,2005
602,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950
603,Norm,Norm,1Fam,2Story,8,5,1992,1992
604,Norm,Norm,TwnhsE,2Story,7,5,2004,2005
605,Norm,Norm,1Fam,1Story,7,5,2002,2002
606,Norm,Norm,1Fam,2Story,7,6,1965,1990
607,Norm,Norm,1Fam,1Story,5,5,1996,1996
608,Norm,Norm,1Fam,2Story,5,8,1948,2002
609,Norm,Norm,1Fam,2Story,8,6,1934,1998
610,Feedr,Norm,1Fam,1Story,4,5,1961,1961
611,PosN,Norm,1Fam,2Story,9,5,2000,2000
612,Norm,Norm,1Fam,SLvl,6,6,1978,1978
613,Norm,Norm,1Fam,2Story,8,5,2001,2001
614,Feedr,Norm,1Fam,1Story,5,5,2007,2007
615,Norm,Norm,TwnhsE,SFoyer,4,6,1972,1972
616,Feedr,Norm,1Fam,SFoyer,6,7,1963,1963
617,Norm,Norm,1Fam,2Story,6,5,2002,2003
618,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954
619,Norm,Norm,1Fam,1Story,9,5,2007,2007
620,Norm,Norm,1Fam,2Story,8,5,2003,2003
621,Norm,Norm,1Fam,1Story,3,3,1914,1950
622,Norm,Norm,1Fam,2Story,6,7,1974,1997
623,Norm,Norm,1Fam,1Story,5,6,1977,1977
624,Norm,Norm,TwnhsE,2Story,6,5,2000,2000
625,Norm,Norm,1Fam,2Story,6,5,1972,1972
626,Norm,Norm,1Fam,1Story,6,6,1962,1962
627,Norm,Norm,1Fam,1Story,5,5,1960,1978
628,Norm,Norm,1Fam,SLvl,6,6,1955,1972
629,Norm,Norm,1Fam,2Story,5,5,1969,1969
630,Feedr,Norm,1Fam,SLvl,6,5,1964,1964
631,Artery,Norm,1Fam,2Story,5,6,1880,1991
632,Norm,Norm,Twnhs,1Story,8,5,2006,2006
633,Norm,Norm,1Fam,1Story,7,5,1977,1977
634,Norm,Norm,1Fam,1Story,5,7,1954,2005
635,Norm,Norm,Duplex,SFoyer,6,5,1980,1980
636,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995
637,Norm,Norm,1Fam,1Story,2,3,1936,1950
638,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954
639,Feedr,Norm,1Fam,1Story,5,7,1910,1950
640,Norm,Norm,TwnhsE,1Story,8,5,2006,2006
641,Norm,Norm,TwnhsE,1Story,8,5,2003,2004
642,Norm,Norm,1Fam,2Story,7,5,2001,2001
643,Norm,Norm,1Fam,SLvl,8,7,1972,1995
644,RRAn,Norm,1Fam,2Story,5,5,1969,1969
645,Norm,Norm,1Fam,1Story,9,5,2009,2009
646,Norm,Norm,1Fam,1Story,6,5,1971,1971
647,Norm,Norm,1Fam,1Story,5,5,1950,1950
648,Norm,Norm,1Fam,1Story,6,5,1953,1953
649,PosN,Norm,1Fam,2Story,6,5,1966,1966
650,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970
651,Norm,Norm,1Fam,2Story,7,6,2007,2007
652,Artery,Norm,1Fam,2Story,4,5,1940,1950
653,Norm,Norm,1Fam,2Story,7,5,1996,1996
654,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995
655,Norm,Norm,1Fam,1Story,8,6,1995,1995
656,Norm,Norm,Twnhs,2Story,6,5,1971,1971
657,Norm,Norm,1Fam,1Story,5,7,1959,2006
658,Norm,Norm,1Fam,2Story,7,6,1931,2000
659,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950
660,Norm,Norm,1Fam,1Story,5,7,1964,1999
661,Norm,Norm,1Fam,2Story,7,7,1976,1976
662,Norm,Norm,1Fam,2Story,8,7,1994,2005
663,Norm,Norm,1Fam,1Story,6,3,1968,1968
664,Norm,Norm,1Fam,SFoyer,4,5,1972,1972
665,RRAn,Norm,1Fam,1Story,8,5,2005,2006
666,Norm,Norm,1Fam,2Story,8,5,2000,2000
667,Norm,Norm,1Fam,2Story,6,5,1965,1979
668,Norm,Norm,1Fam,1Story,6,5,1994,1998
669,Norm,Norm,1Fam,1Story,5,6,1956,1987
670,Norm,Norm,1Fam,1Story,4,5,1922,1950
671,Norm,Norm,1Fam,2Story,6,5,2005,2005
672,Artery,Norm,1Fam,2Story,6,6,1925,1950
673,Norm,Norm,1Fam,1Story,6,6,1977,1977
674,Norm,Norm,1Fam,1Story,6,7,1957,2004
675,Norm,Norm,1Fam,1Story,6,6,1965,1965
676,Norm,Norm,Twnhs,2Story,6,6,1978,1978
677,Norm,Norm,1Fam,2Story,4,2,1900,1950
678,Norm,Norm,1Fam,1Story,5,8,1924,2006
679,Norm,Norm,1Fam,1Story,8,5,2008,2008
680,Norm,Norm,1Fam,1Story,5,5,1961,1961
681,Norm,Norm,TwnhsE,1Story,6,5,1980,1980
682,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000
683,Norm,Norm,1Fam,1Story,6,5,1996,1997
684,Norm,Norm,1Fam,1Story,9,5,2002,2002
685,Norm,Norm,1Fam,2Story,7,5,1998,1998
686,Norm,Norm,TwnhsE,2Story,7,5,1984,1984
687,Norm,Norm,1Fam,2Story,7,6,2007,2007
688,Norm,Norm,TwnhsE,2Story,7,5,2004,2004
689,Norm,Norm,1Fam,1Story,8,6,2007,2007
690,Norm,Norm,TwnhsE,1Story,6,5,2005,2006
691,Norm,Norm,TwnhsE,1Story,6,5,2004,2004
692,Norm,Norm,1Fam,2Story,10,6,1994,1995
693,Norm,Norm,1Fam,2Story,7,5,1989,1990
694,Norm,Norm,1Fam,1Story,5,6,1921,1968
695,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950
696,Norm,Norm,1Fam,1Story,6,6,1987,1987
697,Norm,Norm,1Fam,1Story,5,7,1921,1950
698,Norm,Norm,1Fam,1Story,5,7,1952,1952
699,RRAe,Norm,1Fam,1Story,5,8,1965,2009
700,Norm,Norm,TwnhsE,1Story,7,5,2004,2004
701,Norm,Norm,1Fam,1Story,8,5,2002,2002
702,Norm,Norm,1Fam,1Story,7,5,1969,1969
703,Norm,Norm,1Fam,2Story,8,5,2006,2006
704,Feedr,Norm,2fmCon,2Story,5,9,1900,1996
705,Norm,Norm,1Fam,1Story,7,5,2004,2005
706,Norm,Norm,2fmCon,2Story,4,5,1930,1950
707,Norm,Norm,1Fam,1Story,7,5,1971,2002
708,Norm,Norm,TwnhsE,1Story,8,5,2006,2006
709,Norm,Norm,1Fam,2Story,7,5,2007,2007
710,Norm,Norm,1Fam,1Story,5,7,1966,1966
711,Norm,Norm,1Fam,1Story,3,6,1935,2003
712,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950
713,Norm,Norm,TwnhsE,1Story,8,5,1988,1989
714,RRAn,Norm,2fmCon,1Story,4,5,1970,1970
715,RRAe,Norm,1Fam,2Story,6,8,1976,2005
716,Norm,Norm,1Fam,1Story,6,5,1974,1974
717,Norm,Norm,1Fam,2Story,7,8,1890,1998
718,Norm,Norm,1Fam,1Story,5,6,1973,2000
719,Norm,Norm,1Fam,2Story,7,5,1993,1994
720,Norm,Norm,1Fam,1Story,5,6,1969,1969
721,Norm,Norm,1Fam,1Story,8,5,1985,1985
722,Norm,Norm,TwnhsE,1Story,6,5,2004,2004
723,Norm,Norm,1Fam,1Story,4,7,1970,1970
724,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972
725,Norm,Norm,1Fam,1Story,9,5,2007,2008
726,Norm,Norm,1Fam,1Story,4,6,1970,1970
727,Norm,Norm,1Fam,1Story,6,9,1988,2007
728,Norm,Norm,1Fam,1Story,7,5,2007,2007
729,Norm,Norm,Duplex,1Story,5,5,1958,1958
730,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950
731,Norm,Norm,TwnhsE,1Story,8,5,1995,1996
732,Norm,Norm,1Fam,SLvl,7,5,2003,2003
733,Norm,Norm,1Fam,2Story,7,5,1998,1999
734,Feedr,Norm,1Fam,1Story,5,6,1961,1983
735,Norm,Norm,1Fam,1Story,5,5,1968,1968
736,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970
737,Norm,Norm,Duplex,1Story,3,4,1950,1950
738,Norm,Norm,1Fam,2Story,8,5,2005,2005
739,Norm,Norm,Duplex,1Story,5,5,1987,1988
740,Norm,Norm,1Fam,2Story,7,5,2004,2004
741,Norm,Norm,1Fam,2Story,5,7,1910,2002
742,Feedr,Norm,1Fam,1Story,6,8,1961,1996
743,Norm,Norm,1Fam,1Story,7,5,2000,2001
744,Norm,Norm,1Fam,SLvl,5,6,1963,1999
745,Norm,Norm,TwnhsE,1Story,8,5,1993,1993
746,Norm,Norm,1Fam,2Story,8,9,1976,1996
747,Norm,Norm,1Fam,2Story,7,5,2000,2000
748,Norm,Norm,1Fam,2Story,7,7,1880,2003
749,Norm,Norm,1Fam,1Story,7,5,1996,1996
750,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950
751,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004
752,RRAn,Norm,1Fam,2Story,7,5,2003,2003
753,Norm,Norm,1Fam,1Story,6,5,1997,1997
754,Norm,Norm,1Fam,2Story,8,5,2005,2005
755,Norm,Norm,1Fam,1Story,6,8,1969,2005
756,Norm,Norm,TwnhsE,2Story,6,5,1999,1999
757,Norm,Norm,1Fam,2Story,8,5,2007,2007
758,Norm,Norm,1Fam,2Story,6,5,1978,1978
759,Norm,Norm,Twnhs,2Story,7,5,1999,1999
760,Norm,Norm,1Fam,2Story,8,5,1995,1995
761,Norm,Norm,1Fam,1Story,6,6,1959,1959
762,Feedr,Norm,1Fam,1Story,5,5,1924,1950
763,Norm,Norm,1Fam,2Story,7,5,2009,2009
764,Norm,Norm,1Fam,2Story,8,5,1999,1999
765,Norm,Norm,TwnhsE,1Story,8,5,1995,1996
766,Norm,Norm,1Fam,1Story,9,5,2008,2008
767,Norm,Norm,1Fam,2Story,7,5,1988,1988
768,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985
769,Norm,Norm,1Fam,1Story,7,5,2004,2005
770,Norm,Norm,1Fam,2Story,8,5,2003,2003
771,Norm,Norm,1Fam,SFoyer,5,5,1982,1982
772,Norm,Norm,1Fam,1Story,4,5,1951,1951
773,Norm,Norm,1Fam,SLvl,6,5,1976,1976
774,Feedr,Norm,1Fam,1Story,5,5,1958,1958
775,Norm,Norm,1Fam,1Story,8,5,2006,2006
776,Norm,Norm,TwnhsE,1Story,6,5,1998,1998
777,Norm,Norm,1Fam,1Story,7,5,2005,2006
778,Norm,Norm,1Fam,1Story,5,5,1974,1974
779,Feedr,Norm,Duplex,1Story,5,5,1977,1977
780,Norm,Norm,Duplex,SFoyer,6,5,1977,1977
781,Norm,Norm,1Fam,1Story,7,5,1995,1996
782,Norm,Norm,1Fam,2Story,6,5,1992,1992
783,Norm,Norm,1Fam,1Story,7,5,2001,2002
784,Norm,Norm,1Fam,SFoyer,5,6,1978,1978
785,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001
786,Feedr,Norm,1Fam,1Story,6,5,1967,1967
787,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950
788,Norm,Norm,1Fam,2Story,7,5,2004,2004
789,Norm,Norm,1Fam,1Story,4,7,1954,2000
790,Norm,Norm,1Fam,2Story,6,8,1966,2007
791,Norm,Norm,TwnhsE,1Story,7,5,2005,2006
792,Norm,Norm,1Fam,SLvl,6,5,1976,1976
793,Norm,Norm,1Fam,2Story,7,5,1996,1997
794,Norm,Norm,1Fam,1Story,8,5,2007,2007
795,Norm,Norm,1Fam,2Story,7,5,1994,1996
796,Norm,Norm,1Fam,2Story,6,6,1980,1981
797,Norm,Norm,1Fam,1Story,6,5,1977,1977
798,Norm,Norm,1Fam,1Story,5,5,1953,1953
799,Norm,Norm,1Fam,2Story,9,5,2008,2009
800,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950
801,Feedr,Norm,1Fam,2Story,6,5,1997,1997
802,Norm,Norm,1Fam,1Story,4,7,1916,1990
803,Norm,Norm,1Fam,2Story,7,5,2005,2005
804,Norm,Norm,1Fam,2Story,9,5,2008,2009
805,Norm,Norm,1Fam,1Story,5,5,1954,1954
806,Norm,Norm,1Fam,1Story,7,5,2008,2008
807,Norm,Norm,1Fam,SLvl,5,5,1967,1967
808,Norm,Norm,1Fam,2Story,5,6,1923,2004
809,Norm,Norm,1Fam,SLvl,5,5,1966,1966
810,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965
811,Norm,Norm,1Fam,1Story,6,6,1974,1999
812,Norm,Norm,TwnhsE,1Story,6,5,2004,2004
813,Norm,Norm,1Fam,1Story,5,5,1952,1952
814,Norm,Norm,1Fam,1Story,6,6,1958,1958
815,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950
816,Norm,Norm,1Fam,1Story,7,5,1998,1998
817,Norm,Norm,1Fam,1Story,5,6,1954,1954
818,Norm,Norm,1Fam,1Story,8,5,2002,2002
819,Norm,Norm,1Fam,SLvl,6,7,1971,1971
820,Norm,Norm,TwnhsE,1Story,7,5,2009,2010
821,Norm,Norm,1Fam,2Story,7,5,2003,2003
822,Norm,Norm,2fmCon,1Story,4,4,1953,1953
823,Norm,Norm,1Fam,2Story,7,5,2003,2003
824,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950
825,Norm,Norm,1Fam,1Story,8,5,2006,2006
826,PosN,PosN,1Fam,1Story,10,5,2007,2008
827,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950
828,Norm,Norm,1Fam,1Story,7,5,2001,2001
829,Norm,Norm,1Fam,2Story,5,5,1967,1967
830,Norm,Norm,Twnhs,2Story,7,5,2005,2005
831,Norm,Norm,1Fam,1Story,6,5,1957,1957
832,Norm,Norm,TwnhsE,2Story,7,5,2005,2005
833,Norm,Norm,1Fam,2Story,7,6,2003,2003
834,Norm,Norm,1Fam,1Story,6,6,1964,1964
835,Norm,Norm,1Fam,1Story,5,6,1961,1961
836,Norm,Norm,1Fam,1Story,4,7,1950,1995
837,Norm,Norm,1Fam,1Story,5,6,1948,1973
838,Norm,Norm,Twnhs,2Story,6,5,1973,1973
839,Norm,Norm,1Fam,1Story,5,6,1995,2006
840,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995
841,Norm,Norm,1Fam,2Story,6,8,1925,1950
842,Norm,Norm,1Fam,2Story,5,8,1904,2002
843,Norm,Norm,1Fam,SLvl,6,7,1966,1966
844,Artery,Norm,Duplex,1Story,5,4,1961,1961
845,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950
846,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981
847,Norm,Norm,1Fam,2Story,7,5,1993,1993
848,Norm,Norm,1Fam,1Story,5,6,1972,1972
849,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997
850,Feedr,Norm,1Fam,SLvl,6,7,1976,1994
851,Norm,Norm,TwnhsE,1Story,6,5,2003,2003
852,Norm,Norm,TwnhsE,1Story,8,5,2003,2003
853,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950
854,Norm,Norm,1Fam,SLvl,6,6,1964,1964
855,Norm,Norm,1Fam,1Story,5,4,1955,1974
856,Norm,Norm,1Fam,1Story,5,8,1962,2010
857,Norm,Norm,1Fam,SLvl,6,6,1978,1978
858,Norm,Norm,1Fam,2Story,6,5,1994,1995
859,Norm,Norm,1Fam,1Story,7,5,1976,1976
860,PosA,Norm,1Fam,2Story,6,7,1968,1984
861,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998
862,Norm,Norm,2fmCon,1Story,5,4,1965,1965
863,Norm,Norm,1Fam,1Story,6,5,1984,1985
864,Norm,Norm,1Fam,1Story,5,5,1959,1959
865,Norm,Norm,1Fam,1Story,7,5,2007,2008
866,Norm,Norm,1Fam,1Story,5,6,1970,1970
867,Norm,Norm,1Fam,1Story,8,5,2006,2007
868,Feedr,Norm,1Fam,1Story,4,5,1961,1961
869,Feedr,Norm,1Fam,2Story,5,6,1948,1950
870,Norm,Norm,1Fam,2Story,7,5,1993,1994
871,PosN,Norm,1Fam,1Story,5,5,1962,1962
872,Norm,Norm,1Fam,2Story,6,5,1998,1998
873,Norm,Norm,1Fam,1Story,5,7,1953,1996
874,Norm,Norm,1Fam,1Story,5,7,1949,1950
875,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950
876,Norm,Norm,1Fam,2Story,8,5,2007,2007
877,Norm,Norm,1Fam,1Story,4,5,1963,1963
878,Norm,Norm,1Fam,2Story,9,5,2004,2005
879,Norm,Norm,1Fam,SFoyer,5,7,1961,1995
880,Norm,Norm,1Fam,1Story,5,8,1978,2005
881,Norm,Norm,1Fam,1Story,5,5,2005,2006
882,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991
883,Norm,Norm,1Fam,2Story,6,5,1992,1993
884,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950
885,Norm,Norm,1Fam,1Story,5,5,1967,1967
886,Norm,Norm,TwnhsE,1Story,9,5,1999,2000
887,Norm,Norm,Duplex,1Story,5,5,1959,2005
888,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955
889,Norm,Norm,1Fam,1Story,8,6,1970,1970
890,Feedr,Norm,1Fam,1Story,6,4,1953,1953
891,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006
892,Norm,Norm,1Fam,2Story,6,5,1978,1978
893,Norm,Norm,1Fam,1Story,6,8,1963,2003
894,PosN,Norm,1Fam,1Story,5,5,1954,1954
895,Norm,Norm,Duplex,1Story,5,5,1979,1979
896,Norm,Norm,1Fam,2Story,6,5,1963,1963
897,Norm,Norm,1Fam,1Story,4,6,1936,1950
898,Feedr,Norm,Duplex,2Story,5,5,1979,1979
899,Norm,Norm,1Fam,1Story,9,5,2009,2010
900,Feedr,Norm,1Fam,1Story,5,7,1961,1994
901,Norm,Norm,1Fam,1Story,4,6,1971,1971
902,Norm,Norm,1Fam,1Story,5,7,1957,2000
903,Norm,Norm,1Fam,2Story,7,5,2003,2003
904,Norm,Norm,1Fam,1Story,7,5,2006,2006
905,Norm,Norm,1Fam,1Story,5,6,1967,1967
906,Norm,Norm,1Fam,1Story,5,5,1954,1954
907,Norm,Norm,1Fam,1Story,8,5,2006,2006
908,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987
909,Norm,Norm,1Fam,1Story,5,5,1983,1983
910,Norm,Norm,1Fam,2Story,6,5,2005,2005
911,Feedr,Norm,Duplex,2Story,5,5,1960,1960
912,Norm,Norm,1Fam,1Story,5,7,1977,1989
913,Norm,Norm,1Fam,1Story,5,7,1925,1950
914,Norm,Norm,Duplex,2Story,5,6,1949,1950
915,Norm,Norm,TwnhsE,2Story,6,5,2009,2009
916,Norm,Norm,Twnhs,2Story,4,5,1970,1970
917,Norm,Norm,1Fam,1Story,2,3,1949,1950
918,Norm,Norm,1Fam,1Story,4,6,1956,1956
919,Norm,Norm,1Fam,2Story,7,5,1991,1991
920,Norm,Norm,1Fam,1Story,6,8,1958,2002
921,Norm,Norm,1Fam,2Story,6,5,1994,1994
922,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003
923,RRAn,Norm,1Fam,1Story,6,5,2005,2006
924,Norm,Norm,TwnhsE,1Story,6,5,1993,1994
925,Norm,Norm,1Fam,1Story,6,6,1980,1980
926,Norm,Norm,1Fam,1Story,5,6,1977,1977
927,Norm,Norm,1Fam,2Story,8,5,2003,2004
928,Feedr,Norm,1Fam,2Story,7,5,1968,1968
929,Norm,Norm,1Fam,1Story,8,5,2001,2001
930,Norm,Norm,1Fam,2Story,7,5,1997,1997
931,Norm,Norm,1Fam,1Story,8,5,2007,2007
932,Norm,Norm,1Fam,1Story,5,6,1965,1965
933,RRNn,Norm,1Fam,1Story,9,5,2006,2006
934,Norm,Norm,1Fam,1Story,7,5,2004,2004
