Id,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThrSsnPorch,ScreenPorch
362,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,399,Unf,0,484,883,Detchd,1940,Unf,1,240,TA,TA,N,0,0,0,0,0
363,Gable,CompShg,HdBoard,HdBoard,BrkFace,500,Gd,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,BuiltIn,2003,RFn,2,672,TA,TA,Y,0,0,177,0,0
364,Gable,CompShg,HdBoard,HdBoard,BrkFace,510,TA,TA,CBlock,TA,TA,No,ALQ,162,Unf,0,321,483,Detchd,1972,Unf,1,264,TA,TA,Y,250,0,0,0,0
365,Gable,CompShg,HdBoard,HdBoard,BrkFace,120,TA,TA,PConc,Gd,TA,Mn,GLQ,712,Unf,0,84,796,Attchd,1976,Fin,2,566,TA,TA,Y,306,111,0,0,0
366,Hip,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,Fa,No,Rec,456,Unf,0,216,672,Detchd,1964,Unf,1,468,TA,Fa,Y,0,128,218,0,0
367,Gable,CompShg,Plywood,Plywood,BrkFace,247,TA,TA,CBlock,Gd,TA,No,BLQ,609,Unf,0,785,1394,Attchd,1963,RFn,2,514,TA,TA,Y,0,76,0,0,185
368,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305,TA,TA,CBlock,Gd,TA,Gd,GLQ,371,Unf,0,728,1099,Basment,1962,RFn,1,296,TA,TA,Y,64,110,0,0,0
369,Gable,CompShg,HdBoard,HdBoard,BrkFace,200,TA,TA,PConc,TA,TA,No,LwQ,540,Unf,0,728,1268,Attchd,1954,Fin,1,244,TA,TA,Y,0,98,0,0,0
370,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,72,Rec,258,733,1063,Detchd,1997,Fin,2,576,TA,TA,Y,364,17,0,0,182
371,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,953,953,Attchd,2000,RFn,2,460,TA,TA,Y,100,40,0,0,0
372,Gable,CompShg,WdShing,Plywood,None,0,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,0,Detchd,1991,Fin,2,680,TA,TA,N,0,59,0,0,0
373,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,623,LwQ,121,0,744,Attchd,1984,Unf,1,264,TA,TA,Y,353,0,0,0,90
374,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,BLQ,428,LwQ,180,0,608,Attchd,1953,Unf,1,270,TA,TA,Y,66,0,0,0,0
375,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,847,BuiltIn,2003,Fin,2,434,TA,TA,Y,100,48,0,0,0
376,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,350,Unf,0,333,683,NA,0,NA,0,0,NA,NA,Y,0,0,0,0,0
377,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,298,Unf,0,572,870,Detchd,1998,Unf,2,576,TA,TA,Y,0,0,0,0,0
378,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,Attchd,2004,RFn,2,610,TA,TA,Y,159,214,0,0,0
379,Hip,CompShg,VinylSd,VinylSd,Stone,350,Gd,TA,PConc,Ex,TA,Av,GLQ,1445,Unf,0,411,1856,Attchd,2010,Fin,3,834,TA,TA,Y,113,0,0,0,0
380,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,982,982,Attchd,2000,Fin,2,463,TA,TA,Y,100,63,0,0,0
381,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,LwQ,218,Unf,0,808,1026,Detchd,1924,Unf,1,308,TA,TA,Y,0,0,242,0,0
382,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1293,1293,Attchd,2006,RFn,2,572,TA,TA,Y,216,121,0,0,0
383,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,939,939,Attchd,2006,RFn,2,639,TA,TA,Y,144,53,0,0,0
384,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,0,784,784,Detchd,1950,Unf,2,360,Fa,Fa,N,0,0,91,0,0
385,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,985,Unf,0,595,1580,Attchd,1992,Fin,2,501,TA,TA,Y,216,231,0,0,0
386,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1232,1256,Attchd,2004,Fin,2,430,TA,TA,Y,146,20,0,0,144
387,Gambrel,CompShg,Wd Sdng,VinylSd,None,0,TA,Fa,PConc,TA,TA,No,Unf,0,Unf,0,658,658,NA,0,NA,0,0,NA,NA,N,0,151,0,0,0
388,Hip,CompShg,MetalSd,MetalSd,BrkFace,255,TA,TA,CBlock,TA,TA,Av,ALQ,631,Unf,0,410,1041,Detchd,1977,Unf,1,352,TA,TA,Y,296,0,0,0,0
389,Gable,CompShg,VinylSd,VinylSd,BrkFace,125,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,1468,Attchd,1999,RFn,2,577,TA,TA,Y,120,25,0,0,0
390,Gable,CompShg,VinylSd,VinylSd,Stone,272,Ex,TA,PConc,Ex,TA,Av,GLQ,1280,Unf,0,402,1682,BuiltIn,2008,Fin,3,846,TA,TA,Y,196,134,0,0,0
391,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Gd,No,Rec,241,BLQ,391,229,861,Detchd,1978,Unf,1,384,TA,TA,Y,0,130,112,0,0
392,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Ex,TA,No,ALQ,690,Unf,0,114,804,BuiltIn,2001,Fin,2,560,TA,TA,Y,125,192,0,0,0
393,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,Attchd,1959,RFn,1,294,TA,TA,Y,0,0,0,0,0
394,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,Rec,266,Unf,0,522,788,NA,0,NA,0,0,NA,NA,Y,0,0,0,0,0
395,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,735,735,Detchd,1940,Unf,1,240,TA,TA,Y,0,39,0,0,0
396,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,739,Unf,0,405,1144,Attchd,1956,Unf,1,596,TA,TA,Y,44,0,0,0,0
397,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Av,Rec,777,Unf,0,117,894,Detchd,1985,RFn,2,600,TA,TA,Y,215,0,0,0,0
398,Gable,CompShg,VinylSd,VinylSd,BrkFace,288,TA,TA,CBlock,TA,TA,No,ALQ,540,Unf,0,324,864,Attchd,1962,RFn,1,264,TA,TA,Y,0,168,0,0,0
399,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Fa,BrkTil,Fa,Po,No,Unf,0,Unf,0,961,961,Detchd,1920,Unf,1,338,Po,Po,N,0,0,0,0,0
400,Gable,CompShg,CemntBd,CmentBd,Stone,100,Gd,TA,PConc,Gd,TA,No,GLQ,812,Unf,0,280,1092,Attchd,2007,Fin,2,438,TA,TA,Y,0,168,0,0,0
401,Gable,CompShg,BrkFace,BrkFace,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,474,1260,Attchd,1996,Fin,2,500,TA,TA,Y,120,30,0,0,224
402,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1286,1310,Attchd,2005,Fin,2,400,TA,TA,Y,0,0,0,0,0
403,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,672,672,Detchd,1940,Unf,1,240,TA,TA,N,168,0,0,0,0
404,Hip,CompShg,VinylSd,VinylSd,BrkFace,650,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1141,1141,BuiltIn,1998,Fin,2,420,TA,TA,Y,144,123,0,0,0
405,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,806,806,BuiltIn,1995,Fin,2,373,TA,TA,Y,0,40,0,0,0
406,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,BLQ,1116,Unf,0,165,1281,Attchd,1993,Unf,2,490,TA,TA,Y,120,78,0,0,0
407,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1064,1064,Detchd,1936,Unf,1,240,TA,TA,Y,0,0,0,0,0
408,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,840,840,Attchd,1960,Unf,1,308,TA,TA,Y,0,0,160,0,0
409,Gable,CompShg,VinylSd,VinylSd,BrkFace,350,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1063,1063,Attchd,2006,RFn,3,947,TA,TA,Y,192,62,0,0,0
410,Gable,CompShg,VinylSd,VinylSd,Stone,100,Gd,TA,PConc,Ex,TA,No,GLQ,789,Unf,0,245,1034,Attchd,2008,Fin,3,836,TA,TA,Y,0,102,0,0,0
411,Gable,CompShg,BrkComm,Brk Cmn,None,0,TA,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1276,1276,Attchd,1958,Unf,1,350,TA,TA,Y,0,0,0,0,0
412,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Mn,Rec,1056,Unf,0,0,1056,Attchd,1955,Fin,2,572,TA,TA,Y,264,0,0,0,0
413,Gable,CompShg,MetalSd,MetalSd,Stone,432,Ex,TA,PConc,Ex,TA,Av,GLQ,578,Unf,0,892,1470,Attchd,2009,Fin,2,484,TA,TA,Y,0,144,0,0,0
414,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1008,1008,Detchd,1927,Unf,2,360,TA,TA,Y,0,0,130,0,0
415,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,BLQ,50,GLQ,531,499,1080,Attchd,1993,Unf,3,678,TA,TA,Y,196,187,0,0,0
416,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1316,1340,Attchd,2007,Fin,2,396,TA,TA,Y,100,30,0,0,0
417,Hip,CompShg,HdBoard,HdBoard,BrkFace,203,TA,TA,CBlock,TA,TA,No,ALQ,209,Unf,0,463,672,Attchd,1978,Fin,2,440,TA,TA,Y,0,0,0,0,0
418,Hip,CompShg,Wd Sdng,Stucco,None,0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128,Unf,0,242,1370,Detchd,1918,Unf,3,864,TA,TA,N,0,0,0,0,0
419,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,312,Unf,0,444,756,Detchd,1940,Unf,1,240,TA,TA,P,0,0,0,0,0
420,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,775,Unf,0,281,1056,Attchd,1968,Unf,1,304,TA,TA,Y,0,85,184,0,0
421,Gable,CompShg,VinylSd,VinylSd,BrkFace,200,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309,Unf,0,35,1344,Attchd,1997,Fin,4,784,TA,TA,Y,0,0,0,0,0
422,Gable,CompShg,CemntBd,CmentBd,Stone,126,Gd,TA,CBlock,Gd,TA,No,ALQ,1246,Unf,0,356,1602,Attchd,1977,Fin,2,529,TA,TA,Y,240,0,0,0,0
423,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,988,988,Attchd,1954,RFn,2,520,TA,TA,N,0,0,0,0,0
424,Gable,CompShg,VinylSd,VinylSd,BrkFace,473,Gd,TA,PConc,Gd,TA,No,GLQ,986,Unf,0,484,1470,Attchd,1998,Fin,3,696,TA,TA,Y,0,66,0,0,0
425,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74,TA,TA,CBlock,Gd,TA,No,LwQ,616,Unf,0,580,1196,Attchd,1956,RFn,1,297,TA,TA,Y,0,44,0,0,0
426,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,651,651,Detchd,1947,Unf,1,240,TA,TA,P,0,0,126,0,0
427,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518,Unf,0,0,1518,Attchd,1989,Fin,2,569,TA,TA,Y,80,0,0,0,396
428,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,288,Unf,0,619,907,Detchd,1964,Unf,1,352,TA,TA,Y,0,0,0,0,0
429,Gable,CompShg,VinylSd,VinylSd,BrkFace,108,Gd,TA,PConc,Gd,TA,No,GLQ,664,Unf,0,544,1208,Attchd,2007,RFn,2,628,TA,TA,Y,105,54,0,0,0
430,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005,Unf,0,387,1392,Attchd,1988,Unf,2,576,TA,TA,Y,0,0,169,0,0
431,Gable,CompShg,HdBoard,HdBoard,BrkFace,232,TA,TA,CBlock,TA,TA,No,ALQ,387,Unf,0,96,483,Detchd,1971,Unf,1,264,TA,TA,Y,0,0,0,0,0
432,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,901,901,NA,0,NA,0,0,NA,NA,N,0,98,0,0,0
433,Gable,CompShg,HdBoard,HdBoard,BrkFace,376,TA,TA,CBlock,TA,TA,No,ALQ,471,Unf,0,294,765,Detchd,1971,Unf,2,440,TA,TA,Y,240,36,0,0,0
434,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,926,926,Attchd,1997,Fin,2,470,TA,TA,Y,0,36,0,0,0
435,Gable,CompShg,CemntBd,CmentBd,None,0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495,Unf,0,135,630,NA,0,NA,0,0,NA,NA,Y,88,0,0,0,0
436,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,385,ALQ,344,70,799,Attchd,1996,RFn,2,550,TA,TA,Y,158,61,0,0,0
437,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,648,648,Detchd,1990,Unf,2,440,TA,TA,Y,0,0,0,0,0
438,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,PConc,TA,TA,No,Unf,0,Unf,0,884,884,Detchd,1926,Unf,1,180,TA,TA,Y,0,0,105,0,0
439,Gable,CompShg,WdShing,Stucco,None,0,TA,TA,PConc,TA,TA,No,LwQ,365,Unf,0,75,440,Detchd,1990,Unf,1,352,Gd,TA,P,0,0,34,0,0
440,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,0,684,684,Detchd,2005,Unf,2,528,TA,TA,Y,0,46,0,0,0
441,Hip,CompShg,VinylSd,VinylSd,Stone,200,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767,ALQ,539,788,3094,Attchd,2008,Fin,3,672,TA,TA,Y,0,72,0,0,170
442,Gable,CompShg,VinylSd,VinylSd,BrkFace,270,TA,TA,CBlock,TA,TA,No,ALQ,133,Unf,0,1307,1440,NA,0,NA,0,0,NA,NA,Y,0,0,0,0,0
443,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1078,1078,Detchd,1930,Unf,2,360,TA,TA,P,0,0,0,0,0
444,Gable,CompShg,WdShing,Wd Shng,BrkFace,72,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1258,1258,Attchd,2007,Fin,3,648,TA,TA,Y,144,16,0,0,0
445,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,TA,No,GLQ,642,Unf,0,273,915,Attchd,1994,Unf,2,493,TA,TA,Y,144,133,0,0,0
446,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1436,1436,Attchd,1956,Unf,2,480,TA,TA,Y,0,0,0,0,0
447,Gable,CompShg,BrkFace,Plywood,None,0,Gd,TA,CBlock,TA,TA,No,ALQ,247,Rec,713,557,1517,Attchd,1966,Fin,2,578,TA,TA,Y,0,0,0,0,0
448,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,930,930,Attchd,1998,Fin,2,431,TA,TA,Y,89,0,0,0,0
449,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,780,780,Detchd,1937,Unf,1,198,TA,TA,N,0,0,0,0,0
450,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,331,Unf,0,318,649,Detchd,1981,Unf,1,308,TA,TA,Y,0,176,0,0,0
451,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,813,813,Detchd,1932,Unf,1,270,Fa,Fa,N,0,113,0,0,0
452,Gable,WdShngl,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655,Unf,0,878,1533,Attchd,1975,Unf,2,576,TA,TA,Y,200,54,0,0,0
453,Hip,CompShg,VinylSd,VinylSd,BrkFace,42,Gd,TA,PConc,Ex,TA,No,ALQ,742,Unf,0,130,872,Attchd,1996,Fin,2,422,TA,TA,Y,144,122,0,0,0
454,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,768,768,Attchd,2008,RFn,2,676,TA,TA,Y,0,30,0,0,0
455,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,1606,Unf,0,122,1728,Detchd,1976,Unf,2,560,TA,TA,Y,0,0,0,0,0
456,Hip,CompShg,HdBoard,HdBoard,BrkFace,320,TA,TA,CBlock,TA,TA,No,ALQ,916,Unf,0,326,1242,Attchd,1973,Unf,2,528,TA,TA,Y,0,0,0,0,0
457,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,Detchd,1916,Unf,3,513,Fa,Fa,Y,0,0,96,0,0
458,Flat,Tar&Grv,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,BLQ,1116,Unf,0,248,1364,Attchd,1954,Fin,2,529,TA,TA,Y,224,137,0,0,0
459,Hip,CompShg,Stucco,Wd Shng,None,0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,588,588,Detchd,1925,Unf,1,228,TA,TA,Y,192,63,0,0,0
460,Gable,CompShg,MetalSd,MetalSd,BrkCmn,161,TA,TA,CBlock,TA,TA,No,LwQ,185,Unf,0,524,709,Detchd,1950,Unf,1,352,TA,TA,Y,0,0,248,0,0
461,Gable,CompShg,VinylSd,VinylSd,Stone,110,Gd,TA,PConc,Gd,TA,No,GLQ,544,Unf,0,288,832,BuiltIn,2009,Fin,2,552,TA,TA,Y,0,150,0,0,0
462,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,Gd,PConc,Gd,Gd,No,ALQ,350,BLQ,210,0,560,Detchd,1971,RFn,2,576,TA,TA,Y,256,0,0,0,0
463,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,553,BLQ,311,0,864,Detchd,1965,Unf,1,360,TA,TA,Y,0,0,236,0,0
464,Hip,CompShg,Stucco,Stucco,None,0,TA,TA,CBlock,TA,TA,No,LwQ,326,Unf,0,389,715,Detchd,1939,Unf,1,240,TA,TA,Y,0,0,0,0,0
465,Gable,CompShg,HdBoard,HdBoard,BrkFace,136,TA,TA,CBlock,Gd,TA,No,Rec,616,Unf,0,424,1040,NA,0,NA,0,0,NA,NA,Y,0,0,0,0,0
466,Hip,CompShg,VinylSd,VinylSd,BrkFace,18,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1375,1375,Attchd,2004,Fin,2,398,TA,TA,Y,144,20,0,0,0
467,Flat,Tar&Grv,Plywood,Plywood,None,0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,778,Unf,0,499,1277,Attchd,1970,Unf,2,526,TA,TA,Y,0,0,0,0,176
468,Gable,CompShg,MetalSd,MetalSd,Stone,224,TA,TA,CBlock,TA,TA,No,LwQ,386,Unf,0,342,728,Attchd,1942,Unf,1,312,TA,TA,Y,168,0,0,0,0
469,Gable,CompShg,VinylSd,VinylSd,Stone,248,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1626,1626,Attchd,2006,RFn,3,866,TA,TA,Y,0,44,0,0,0
470,Gable,CompShg,HdBoard,HdBoard,BrkFace,120,Gd,TA,PConc,Gd,TA,No,GLQ,426,Unf,0,406,832,Attchd,1993,RFn,2,506,TA,TA,Y,144,70,0,0,0
471,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,368,BLQ,1120,0,1488,Attchd,1985,RFn,2,528,TA,TA,Y,0,54,0,0,140
472,Mansard,WdShake,WdShing,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,808,808,Attchd,1977,RFn,2,534,TA,TA,Y,0,0,0,0,276
473,Gable,CompShg,VinylSd,VinylSd,BrkFace,80,TA,TA,PConc,Gd,TA,Gd,GLQ,459,Unf,0,88,547,Basment,2005,RFn,2,525,TA,TA,Y,0,28,0,0,0
474,Gable,CompShg,VinylSd,VinylSd,BrkFace,304,Gd,TA,PConc,Ex,TA,Gd,GLQ,1350,Unf,0,626,1976,Attchd,2006,RFn,3,908,TA,TA,Y,250,63,0,0,0
475,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,1196,Unf,0,298,1494,Attchd,2000,RFn,2,499,TA,TA,Y,96,48,0,0,0
476,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,GLQ,630,Unf,0,340,970,Detchd,1996,Unf,2,624,TA,TA,Y,0,24,0,0,192
477,Gable,CompShg,VinylSd,VinylSd,BrkFace,215,TA,TA,PConc,Gd,TA,Gd,GLQ,994,Unf,0,484,1478,Attchd,1997,Fin,2,508,TA,TA,Y,140,39,0,0,0
478,Hip,CompShg,VinylSd,VinylSd,BrkFace,772,Ex,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,2153,2153,BuiltIn,2006,Fin,3,694,TA,TA,Y,414,84,0,0,0
479,Hip,CompShg,VinylSd,VinylSd,Stone,336,Gd,TA,PConc,Ex,TA,Gd,GLQ,1288,Unf,0,417,1705,Attchd,2007,RFn,3,826,TA,TA,Y,208,44,0,0,0
480,Hip,CompShg,Stucco,Stucco,BrkCmn,435,TA,TA,BrkTil,Fa,TA,No,Rec,168,Unf,0,739,907,Detchd,1995,Unf,2,672,TA,TA,Y,0,72,0,0,0
481,Hip,CompShg,VinylSd,VinylSd,BrkFace,378,Gd,TA,PConc,Ex,TA,Gd,GLQ,1261,Unf,0,572,1833,Attchd,2004,Fin,3,772,TA,TA,Y,519,112,0,0,0
482,Hip,CompShg,VinylSd,VinylSd,BrkFace,562,Gd,TA,PConc,Ex,TA,Gd,GLQ,1567,Unf,0,225,1792,Attchd,2003,Fin,3,874,TA,TA,Y,206,49,0,0,0
483,Gable,CompShg,Stucco,Stucco,None,0,Gd,TA,PConc,TA,TA,No,ALQ,299,Unf,0,611,910,Attchd,1915,Unf,1,164,Fa,Fa,Y,0,0,0,0,0
484,Hip,CompShg,VinylSd,VinylSd,BrkFace,116,TA,TA,PConc,Ex,TA,No,GLQ,897,Unf,0,319,1216,Attchd,1998,Unf,2,402,TA,TA,Y,0,125,0,0,0
485,Gable,CompShg,HdBoard,Plywood,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,588,Unf,0,411,999,Detchd,1963,Unf,1,264,TA,TA,Y,0,132,0,0,0
486,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,CBlock,TA,TA,No,ALQ,607,Unf,0,506,1113,Attchd,1950,Unf,1,264,TA,TA,Y,0,80,120,0,0
487,Hip,CompShg,MetalSd,MetalSd,BrkFace,168,TA,TA,CBlock,TA,TA,No,ALQ,836,Unf,0,237,1073,Attchd,1965,RFn,2,515,TA,TA,Y,0,0,0,0,0
488,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,998,Unf,0,486,1484,Attchd,1971,Unf,2,487,TA,TA,Y,224,0,0,0,180
489,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Fa,CBlock,TA,Fa,No,BLQ,664,Unf,0,290,954,Attchd,1970,Unf,2,520,TA,Fa,N,142,0,0,0,0
490,Gable,CompShg,CemntBd,CmentBd,None,0,TA,Gd,CBlock,Gd,TA,Av,GLQ,515,Unf,0,115,630,Attchd,1970,Unf,1,286,TA,TA,Y,0,0,0,0,0
491,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,264,264,BuiltIn,1976,Fin,1,336,TA,TA,Y,141,24,0,0,0
492,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,403,Rec,165,238,806,Attchd,1941,Unf,1,240,TA,TA,Y,0,0,32,0,0
493,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,Attchd,2006,RFn,2,429,TA,TA,Y,0,0,0,0,0
494,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,374,LwQ,532,363,1269,Detchd,1964,Unf,1,308,TA,TA,Y,0,0,0,0,0
495,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,190,190,Attchd,1938,Unf,1,273,TA,TA,Y,144,20,80,0,0
496,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,495,Unf,0,225,720,NA,0,NA,0,0,NA,NA,N,0,523,115,0,0
497,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,1231,Unf,0,1969,3200,Attchd,1992,RFn,2,546,TA,TA,Y,264,75,291,0,0
